spam,text
0,ummmmmaah mani mani happi return of d day my dear sweet heart happi birthday dear
1,life has never been this much fun and great until you came in you made it truli special for me i wont forget you enjoy  one gbpsms
0,reali sorryi dont recognis this number and am now confus  who r u pleas 
0,ltgt  is fast approach so wish u a veri happi new year happi sankranti happi republ day happi valentin day happi shivratri happi ugadi happi fool day happi may day happi independ day happi friendshipmotherfatherteacherschildren day amp happi birthday  u happi ganesh festiv happi dasara happi diwali happi christma  ltgt  good morn afternoon even night rememberi am the first to wish u all theseyour raj
0,anyth lor if they all go then i go lor
0,and also ive sorta blown him off a coupl time recent so id rather not text him out of the blue look for weed
0,did u see what i post on your facebook
0,when peopl see my msgs they think iam addict to msging they are wrong bcoz they dont know that iam addict to my sweet friend bslvyl
0,eh u send wrong lar
0,how that watch resiz
0,live is veri simpl love is also simpl laugh is too simpl win is tooo simpl but be simpl is veri difficult gud nte
0,nope but im go home now then go pump petrol lor like go  rain soon
0,dude avatar  was imp at one point i thought there were actual fli in the room and almost tri hittng one as a reflex
0,what happen dear whi you silent i am tens
0,havent found a way to get anoth app for your phone eh  will you go to the net cafe  did you take that job geeee i need you babe i crave to see you 
0,wot u up  thout u were gonna call me txt bak luv k
0,that would be good  ill phone you tomo lunchtim shall i to organis someth
0,you avail now im like right around hillsborough amp  ltgt th
0,aiyah ok wat as long as got improv can alreadi wat
1,for ur chanc to win a  wkli shop spree txt shop to  tscs  custcar  
0,not yet hadya sapna aunti maneg yday hogidhechinnu full weak and swalpa black agidhan
0,that signific but dont worri
0,hope you are not scare
0,im in offic now  i will call you  ltgt  min
1,last chanc claim ur  worth of discount voucher today text shop to  now savamob offer mobil t cs savamob    sub 
0,i know but you need to get hotel now i just got my invit but i had to apologis cali is to sweet for me to come to some english bloke weddin
0,hiya do u like the hlday pic look horribl in them so took mo out how the camp amrca thing speak soon serena
0,that alrit girl u know gail is neva wrongtak care sweet and dont worryc u  hunlov yaxxx
0,good sleep is about rhythm the person has to establish a rhythm that the bodi will learn and use if you want to know more 
0,but am go to colleg pa what to do are els ill come there it self pa
0,audri lousi autocorrect
0,ssindia go to draw the seri after mani year in south african soil
0,funni fact nobodi teach volcano  erupt tsunami  aris hurrican  sway aroundn no  teach hw  choos a wife natur disast just happen
0,but i dint slept in afternoon
0,therel be a minor shindig at my place later tonight you interest
0,mm that time you dont like fun
0,how much u tri to get
1,you are be contact by our date servic by someon you know to find out who it is call from a land line  
0,a pure heart person can have a wonder smile that make even hisher enemi to feel guilti for be an enemi so catch the world with your smile goodmorn amp have a smiley sunday
0,i miss you so much im so despar i have record the messag you left for me the other day and listen to it just to hear the sound of your voic i love you
0,dude got a haircut now it breezi up there
0,got it seventeen pound for seven hundr ml  hope ok
0,then ani special there
0,youv alway been the braini one
0,fuck babe  what happen to you  how come you never came back
0,dont gimm that lip caveboy
0,thank a lot for your wish on my birthday thank you for make my birthday truli memor
0,hey you still want to go for yogasana coz if we end at cine then can go bath and hav the steam bath
1, half price orang line rental  latest camera phone  free had your phone  call mobilesdirect free on  to updat now  tcs
1,sms servic for your inclus text credit pls gotto  login  unsubscrib with stop no extra charg help   
0,hahahaus your brain dear
0,oh yes whi is it like tortur watch england
0,oh ok
0,no need for the drug anymor
0,hey i almost forgot  happi bday babe  i love ya
0,lara said she can loan me  ltgt 
0,futur is not what we plan for tomorrow it is the result of what we do today do the best in present enjoy the futur
1,download as mani rington as u like no restrict   choos u can even send  yr buddi txt sir to   
0,how are you do hope youv settl in for the new school year just wishin you a  day
0,the last thing i ever want to do was hurt you and i didnt think it would have youd laugh be embarass delet the tag and keep go but as far as i knew it wasnt even up the fact that you even felt like i would do it to hurt you show you realli dont know me at all it was messi wednesday but it wasnt bad the problem i have with it is you have the time to clean it but you choos not to you skype you take pictur you sleep you want to go out i dont mind a few thing here and there but when you dont make the bed when you throw laundri on top of it when i cant have a friend in the hous becaus im embarass that there underwear and bras strewn on the bed pillow on the floor that someth els you use to be good about at least make the bed
0,i dont want to hear philosophi just say what happen
0,yeah ill leav in a coupl minut amp let you know when i get to mu
1,ur go  bahama callfreefon  and speak to a live oper to claim either bahama cruis of cash  to opt out txt x to 
0,k wen ur free come to my home and also tel vikki i hav sent mail to him also better come even il be free today aftr 
0,hi hope you had a good day have a better night
0,you have got tallent but you are wast
0,ok take ur time n enjoy ur dinner
0,right it wasnt you who phone it was someon with a number like your
0,i get out of class in bsn in like  ltgt  minut you know where advis is
0,that fine have him give me a call if he know what he want or has ani question
0,send you greet of joy and happi do have a  even
0,set a place for me in your heart and not in your mind as the mind easili forget but the heart will alway rememb wish you happi valentin day
0,this singl singl answer are we fight plus i said am broke and you didnt repli
0,oh is it which brand
0,sorri ill call later
0,hi i wont b ard  christma but do enjoy n merri xmas
1, allow compani to bill for sms so they are respons for their supplier just as a shop has to give a guarante on what they sell b g
0,that a bit weird even  where is the do suppos to be happen but good idea sure they will be in pub
0,i call you later dont have network if urgnt sms me
0,yes now onli saw your messag
0,oki thanx
0,open rebtel with firefox when it load just put plus sign in the user name place and it will show you two number the lower number is my number onc you pick that number the pin will display okay
0,my birthday is on feb  ltgt  da 
0,yup hey then one day on fri we can ask miwa and jiayin take leav go karaok 
0,hurri home u big butt hang up on your last caller if u have to food is done and im starv dont ask what i cook
0,im stuck in da middl of da row on da right hand side of da lt 
0,da is good good playerwhi he is unsold
0,gud mrng dear have a nice day
0,revers is cheat that is not mathemat
0,evri emot dsnt hav wordsevri wish dsnt hav prayr if u smile world is wit uothrwis even d drop of tear dsnt lik  stay wit uso b happi good morn keep smile
0,watch tv lor y she so funni we bluff her  wat izzit becaus she thk it imposs between us
0,should i buy him a blackberri bold  or torch should i buy him new or use let me know plus are you say i should buy the  ltgt g wifi ipad and what are you say about the about the  ltgt g
0,how long doe it take to get it
1,call germani for onli  penc per minut call from a fix line via access number     no prepay direct access
0,i wont do anyth de
0,frndship is like a needl of a clock though v r in d same clock v r nt abl  met evn if v meetitz onli  second bt v alwi stay conect gud 
0,r u over scratch it
1,you have  new voicemail pleas call 
0,oh sorri pleas it over
0,yesh is realli greatbhaji told kalli best cricket after sachin in worldveri tough to get out
1,urgent import inform for  user today is your lucki day  find out whi  log onto  there is a fantast surpris await you 
0,yup  not comin 
0,no da  vijay go to talk in jaya tv
0,sir good morn hope you had a good weekend i call to let you know that i was abl to rais  ltgt  from my dad he howev said he would make the rest avail by mid feb this amount is still quit short and i was hope you would help do have a good day abiola
0,hmm ill have to think about it ok your forgiven d
0,noic text me when your here
0,jay say that your a doublefaggot
0,santha num corrct dane
0,kkfrom tomorrow onward start ah
0,huh so fast dat mean u havent finish paint
0,mum not go robinson alreadi
0,haha awesom be there in a minut
0,thank you for callingforgot to say happi onam to you sirjii am fine here and rememb you when i met an insur personmeet you in qatar insha allahrakhesh ex tata aig who join tisscotays
0,if u dun drive then how i go  sch
0,yep get with the program your slack
1,you have been special select to receiv a  award call  befor the line close cost   tcs appli ag promo
0,can  send me a copi of da report
0,waqt se pehl or naseeb se zyada kisi ko kuch nahi miltazindgi wo nahi he jo hum socht hai zindgi wo hai jo ham jeetey hai
0,that cool i want to pleas you
0,oop i did have it  ltgt 
1,sunshin quiz wkli q win a top soni dvd player if u know which countri the algarv is in txt ansr to   sptyron
0,he dint tell anyth he is angri on me that whi you told to abi
0,yes it complet in out of formclark also utter wast
0,dunno y u ask me
0,dai what this da can i send my resum to this id
0,jason say it cool if we pick some up from his place in like an hour
1,welcom to select an  servic with ad benefit you can now call our special train advisor free from your mobil by diall 
0,hard but true how much you show amp  express your love to someonethat much it will hurt when they leav you or you get seperatedud even
0,dont let studi stress you out 
0,it could work well reach a consensus at the next meet
0,hi here have birth at on the  to  at   mother and babi do brilliant
0,boo what time u get out u were suppos to take me shop today 
0,i thk  shd be ok he said plus minus  did  leav a line in between paragraph
0,awesom be there in a minut
0,da my birthdat in certif is in april but real date is today but dont publish it i shall give you a special treat if you keep the secret ani way thank for the wish
0,thinkin about someon is all good no drug for that
0,you still around i could use a 
0,some friend want me to drive em someplac probabl take a while
0,dont think so it turn off like randomlli within  of open
0,buy one egg for me dapleas
0,tire i havent slept well the past few night
1,last chanc  claim ur  worth of discount voucherstext yes to  nowsavamobmemb offer mobil t cs   sub   remov txt x or stop
0,what that come over the hill is it a monster hope you have a great day thing r go fine here busi though 
0,nt yet chikkusimpl habbahw abt u
0,well done blimey exercis yeah i kinda rememb wot that is hmm 
0,princess is your kitti shave or natur
0,sorri ill call later
0,apart from the one i told you about yesterday
0,yeah so basic ani time next week you can get away from your mom amp get up befor 
0,what happen to our yo date
0,i went to project centr
0,what time is ur flight tmr
0,thank you so much when we skype wit kz and sura we didnt get the pleasur of your compani hope you are good weve given you ultimatum oh we are countin down to aburo enjoy
0,yeah it jus rite
0,mmm that better now i got a roast down me id b better if i had a few drink down me  good indian
0,wish you and your famili merri x mas and happi new year in advanc
1,mobi pub quizwin a  high street prize if u know who the new duchess of cornwal will be txt her first name to  stop   sp arrow
0,when your radio show
0,dont search love let love find u that whi it call fall in love bcoz u dont forc yourself u just fall and u know there is smeon to hold u bslvyl
0,later i guess i needa do mcat studi too
0,i want to be there so i can kiss you and feel you next to me
0,hi wkend ok but journey terribl wk not good as have huge back log of mark to do
0,ok ur typic repli
0,hey you gave them your photo when you regist for drive ah tmr wanna meet at yck 
0,ive been search for the right word to thank you for this breather i promis i wont take your help for grant and will fulfil my promis you have been wonder and a bless at all time
0,yun ahth ubi one say if  wan call by tomorrowcal  look for ireneer onli got  ubi cresubi tech  for   daysn
0,r u here yet im wear blue shirt n black pant
1,urgent you have won a  week free membership in our  prize jackpot txt the word claim to no  tc  lccltd pobox 
0,i am lateso call you tomorrow morningtak care sweet dreamsu and meummifyingby
1,if you dont your prize will go to anoth custom tc at    polo ltd suit  london   pleas call back if busi 
0,hey leav it not a big deal take care
0,er enjoyin indian at the moyep sall good hehe  how bout u shexi pete xx
0,lol i would but despit these cramp i like be a girl
0,ok lor
1,hot live fantasi call now  just  per min ntt ltd po box  croydon    is a nation rate call
0,hello boytoy  geeee  im miss you today i like to send you a tm and remind you im think of you  and you are love  love kiss
0,dont kick coco when hes down
1,dont forget you can place as mani free request with  as you wish for more inform call 
0,love it daddi will make you scream with pleasur i am go to slap your ass with my dick
1,this is the  time we have tri  contact u u have won the  pound prize  claim is easi call  now onli  per min btnationalr
0,compliment to you was away from the system how your side
0,call me da i am wait for your call
0,jordan got vote out last nite
0,hey  i want you  i crave you  i miss you  i need you  i love you ahmad saeed al hallaq 
0,but that on ebay it might be less elsewher
0,nobut heard abt tat
0,she doesnt need ani test
0,hi it kate how is your even i hope i can see you tomorrow for a bit but i have to bloodi babyjontet txt back if u can  xxx
0,me too mark is take forev to pick up my prescript and the pain is come back
0,hes realli into skateboard now despit the fact that he get thrown off of it and wind up with bandag and shit all over his arm everi five minut
0,just so that you knowyetund hasnt sent money yet i just sent her a text not to bother send so it over you dont have to involv yourself in anyth i shouldnt have impos anyth on you in the first place so for that i apologis
1,thank for your rington order refer number  your mobil will be charg  should your tone not arriv pleas call custom servic  from texttxtstar
0,i just made some payment so dont have that much sorri would you want it fedex or the other way
0,dear got train and seat mine lower seat
0,ard  lor i ok then messag  lor
0,lol  grin  im not babe but thank for think of me
0,shuhui has bought ron present it a swatch watch
0,do we have ani spare power suppli
0,okey doke im at home but not dress cos lay around ill speak to you later bout time and stuff 
1,privat your  account statement for  show  unredeem s i m point call  identifi code  expir 
0,i like you peopl veri much but am veri shi pa
0,no did you check i got his detail messag now
0,jesus christ bitch im tri to give you drug answer your fuck phone
0,as per your request mell mell oru minnaminungint nurungu vettam has been set as your callertun for all caller press  to copi your friend callertun
1,this msg is for your mobil content order it has been resent as previous attempt fail due to network error queri to customersqueriesnetvisionukcom
0,how are you my love  are you with your brother  time to talk english with him  grin say  hey muhommad penni say hello from across the sea
0,we r outsid alreadi
0,hey girl how r u hope u r well me an del r bak again long time no c give me a call sum time from lucyxx
0,haha i think i did too
0,it ok my arm is feel weak cuz i got a shot so we can go anoth time
0,am onli search for good dual sim mobil pa
1,great news call freefon  to claim your guarante  cash or  gift speak to a live oper now
0,i will be gentl princess we will make sweet gentl love
0,go to take your babe out 
0,oh yes i can speak txt  u no hmm did u get  email
0,if your not in my car in an hour and a half im go apeshit
0,yar lor keep rain non stop or u wan  go elsewher
0,i said it okay sorri
0,ha ha nan yalrigu heltiniiyo kothi chikku u share mani thing wit meso far i didnt told ani bodi and even utter a word abt u if ur trust me so much how can i tell these to other plz nxt time dont use those word to meok chikkub
0,wiskey brandi rum gin beer vodka scotch shampain wine kudiyarasu dhina vaazhthukk 
0,ya ok then had dinner
0,that what i love to hear v see you sundayish then
0,we have sent jd for custom servic cum account execut to ur mail id for detail contact us
0,not get anywher with this damn job hunt over here
1,free msg singl find a partner in your area  of real peopl are wait to chat nowsend chat to  send stopc  per msg
0,found it enc  ltgt  where you at
0,tension ahwhat machiani problem
0,watev relat u built up in dis world onli thing which remain atlast iz lonlin with lotz n lot memori feel
0,your right ill make the appoint right now
0,yes i will be there glad you made it
0,see the forward messag for proof
0,i thought slide is enough
0,okok okthenwhat ur today plan
0,in work now go have in few min
0,the xmas stori is peac the xmas msg is love the xmas miracl is jesus hav a bless month ahead amp wish u merri xmas
0,sure whenev you show the fuck up gt
1,we tri to contact you re your repli to our offer of a video handset  anytim network min unlimit text camcord repli or call  now
0,hi it kate it was love to see you tonight and ill phone you tomorrow i got to sing and a guy gave me his card xxx
0,discuss with your mother ah
0,jesus armand realli is tri to tell everybodi he can find
1,sms servic for your inclus text credit pls goto  login  unsubscrib with stop no extra charg help   
0,goodmorn today i am late for  becaus of back pain
0,oh yeah and my diet just flew out the window
0,and miss vday the parachut and doubl coin u must not know me veri well
0,brainless babi dolld vehicl sariyag drive madok barolla
0,haha awesom omw back now then
0,wot u up  u weirdo
0,dont think you need yellow card for uk travel ask someon that has gone befor if you do it just  ltgt buck
0,wat time liao where still got
0,are you in town this is v import
0, bot note oredi cos i juz rem i got
0,ok i am a gentleman and will treat you with digniti and respect
0,aathiwher are you dear
0,do u ever get a song stuck in your head for no reason and it wont go away til u listen to it like  time
0,the bus leav at  ltgt 
0,printer is cool i mean groovi wine is groovi
0,what todaysundaysunday is holidayso no work
0,ok be care  dont text and drive 
0,still chanc there if you search hard you will get itlet have a tri 
0,my tuition is at  hm we go for the  to  one do you mind
0,when the first strike is a red one the bird  antelop begin toplay in the fieldof selfindepend believ this  the flower of content will growrandom
0,in life when you face choic just toss a coin not becoz it settl the question but while the coin in the air u will know what your heart is hope for 
0,you might want to pull out more just in case and just plan on not spend it if you can i dont have much confid in derek and taylor money manag
1,you wont believ it but it true it incred txts repli g now to learn truli amaz thing that will blow your mind from  onli 
0,think you sent the text to the home phone that cant display text if you still want to send it his number is
0,so ll be submit da project tmr rite
0,u reach orchard alreadi u wan  go buy ticket first
0,just send a text well skype later
0,im home my love  if your still awak  love kiss
0,now what your hous  again  and do you have ani beer there 
0,we are pleas to inform that your applic for airtel broadband is process success your instal will happen within  day
0,are there ta job avail let me know pleas cos i realli need to start work
0,wa ur openin sentenc veri formal anyway im fine too juz tt im eatin too much n puttin on weighthaha so anythin special happen
0,kkit goodwhen are you go
0,i wonder if your phone batteri went dead  i had to tell you i love you babe
0,thank love but am i do torch or bold
0,you call time job today ok umma and ask them to speed up
0,wen did you get so spiritu and deep that great
0,kkcongratul 
0,aathiwher are you dear
0,jus finish my lunch on my way home lor i tot u dun wan  stay in sch today
0,that suck so what do you got plan for your yo valentin i am your yo valentin arent i
1,talk sexi make new friend or fall in love in the world most discreet text date servic just text vip to  and see who you could meet
1,had your mobil  mths updat to latest orang cameravideo phone for free save s with free textsweekend call text yes for a callback orno to opt out
0,what happen in interview
0,nonenowher ikno doesdiscountshitinnit
0,would realli appreci if you call me just need someon to talk to
0,from  to  onli my work time
0,oh oki lorw go on sat 
0,i will spoil you in bed as well 
1,you are chosen to receiv a  award pls call claim number  to collect your award which you are select to receiv as a valu mobil custom
0,updat your face book status frequent 
0,no im good for the movi is it ok if i leav in an hourish
0,nah cant help you there ive never had an iphon
1,you have an import custom servic announc from premier
0,yeah but which is wors for i
1,last chanc claim ur  worth of discount voucher today text shop to  now savamob offer mobil t cs savamob    sub 
0,i havent lei next mon can
0,hmmmstill we dont have open
0,i donno it in your gene or someth
0,kay sinc we are out alreadi 
0,good afternoon my love  ani job prospect  are you miss me  what do you do  are you be lazi and bleak hmmm  or happi and fill with my love 
0,pls send me your address sir
0,waaaat lololo ok next time then
1,i dont know u and u dont know me send chat to  now and let find each other onli  rcvd  ldn  year or over
0,and that fine i got enough bud to last most of the night at least
0,sorri batteri die yeah im here
0,yesterday it with me onli  now am go home
0,she was suppos to be but couldnt make it shes still in town though
0,hi can i pleas get a  ltgt  dollar loan from you ill pay you back by mid februari pls
1,congratul youv won your a winner in our august  prize draw call  now prize code 
0,send me yetti number pls
1,you have won  cash or a  prize to claim 
0,yup
0,neshanthtel me who r u
0,im outsid island head toward hard rock and youll run into me
0,as in i want custom offic discount oh
0,for you inform ikea is spell with all cap that is not yell when you thought i had left you you were sit on the bed among the mess when i came in i said we were go after you got home from class pleas dont tri and bullshit me it make me want to listen to you less
0,hey thk we juz go accordin to wat we discuss yest lor except no kb on sun cos there nt much lesson to go if we attend kb on sat
0,oh rite well im with my best mate pete who i went out with  a week now were  again it been longer than a week
0,talk to g and x about that
0,ok thanx
0,u goin out 
0,i feel like a dick becaus i keep sleep through your text and facebook messag sup you in town
0,hmm well night night 
0,yalru lyfu astn chikku bt innu mundh lyf ali halla ke bilo marriageprogram edha so lyf is nt yet ovr chikkuali vargu lyfu meow meowd
0,webpag s not avail
0,go for dinnermsg you after
0,but my famili not respond for anyth now am in room not went to home for diwali but no one call me and whi not come it make me feel like die
0,cbe is realli good nowadayslot of shop and showroomsc is shape good
0,nan sonathaya soladha whi boss
0,you made my day do have a great day too
0,do you know what mallika sherawat did yesterday find out now   lturlgt
0,shes borderlin but yeah whatev
0,i have lost  kilo as of today
0,hidid you ask to waheeda fathima about leav
0,yup have my lunch buffet now u eat alreadi
0,nope c  then
1, free tarot text find out about your love life now tri  for free text chanc to   onli after  free msgs  each
0,didnt tri g and i decid not to head out
0,at what time should i come tomorrow
0,mmm so yummi babe  nice jolt to the suzi
0,omg if it not one thing it anoth my cat has worm  when doe this bad day end
0,hmm too mani of them unfortun pic obvious arent hot cake it kinda fun tho
0,ok im gonna head up to usf in like fifteen minut
0,hello how r u im bore inev thought id get bore with the tv but i am tell me someth excit has happen there anyth 
0,unni thank you dear for the rechargerakhesh
0,meet u is my work   tel me when shall i do my work tomorrow
0,i dont understand your messag
1,free for  week  nokia tone  ur mobil everi week just txt nokia to  get txting and tell ur mate  pobox    
0,saw guy and doll last night with patrick swayz it was great
0,my friend use to call the same
0,msg me when rajini come
0,hi hope u get this txtjourney hasnt been gdnow about  min late i think
0,it ok lar u sleep earli too nite
1,a  xmas reward is wait for you our comput has random pick you from our loyal mobil custom to receiv a  reward just call 
0,im in class did you get my text
0,haha that was the first person i was gonna ask
0,if e time can then i go w u lor
0,i hav almost reach call i m unabl to connect u
0,which is whi i never want to tell you ani of this which is whi im so short with you and onedg as of late
0,happi valentin day i know it earli but i have hundr of handsom and beauti to wish so i thought to finish off aunti and uncl 
0,im late tellmiss im on my way
0,ill get there tomorrow and send it to you
1,free msgwe bill your mobil number by mistak from shortcod  call  to have charg refundedthi call will be free from a bt landlin
0,my mobil numberpl sms ur mail idconvey regard to achanammarakheshqatar
0,aight we can pick some up you open befor tonight
0,okok okthenwhat ur today plan
0,hi babi ive just got back from work and i was want to see u allday i hope i didnt piss u off on the phone today if u are up give me a call xxx
0,wow i never realiz that you were so embarass by your accomod i thought you like it sinc i was do the best i could and you alway seem so happi about the cave im sorri i didnt and dont have more to give im sorri i offer im sorri your room was so embarass
0,do have a nice day today i love you so dear
0,am up to my eye in philosophi
0,mmm  fuck  merri christma to me
0,well im glad you didnt find it total disagre  lol
0,can you do onlin transact
0,sri cant talk on phone with parent
0,i want  ltgt  rs dado you have it
0,im not smoke while peopl use wyli smoke too much to justifi ruin my shit
0,that would be great well be at the guild could meet on bristol road or somewher  will get in touch over weekend our plan take flight have a good week
0,theyr do it to lot of place onli hospit and medic place are safe
1,eastend tv quiz what flower doe dot compar herself to d violet e tulip f lili txt d e or f to  now  chanc  win  cash 
0,sorri no have got few thing to do may be in pub later
1,fantasi footbal is back on your tv go to sky gamestar on sky activ and play  dream team score start on saturday so regist nowski opt out to 
1,ur balanc is now  ur next question is who sang uptown girl in the    answer txt ur answer to  good luck
1, win a meetgreet with westlif  u or a  they are current on what tour    text  or  to  cost  std text
0,kothi print out marandratha
0,no drama plsi have had enough from you and famili while i am struggl in the hot sun in a strang placeno reason whi there should be an ego of not go if not invit when actual it necess to gowait for veri serious reppurcuss
1,xxxmobilemovieclub to use your credit click the wap link in the next txt messag or click here  xxxmobilemovieclubcomnqjkgighjjgcbl
0,what a featheri bowa is that someth guy have that i dont know about
0,send me your id and password
0,chk in ur belovd ms dict
0,yeh indian was nice tho it did kane me off a bit he he we shud go out  a drink sometim soon mite hav  go  da work  a laugh soon love pete x x
0,hello lover how goe that new job are you there now are you happi do you think of me i wake my slave and send you a teas kiss from across the sea
0,no let me do the math your not good at it
0,staff of placement train in amrita colleg
0,wen ur lovabl bcum angri wid u dnt take it serious coz be angri is d most childish n true way of show deep affect care n luv kettoda manda have nice day da
0,oh then your phone phone me but it disconnect
0,great i was get worri about you just know that a wonder and care person like you will have onli the best in life know that u r wonder and god love is your
0,i sent you  ltgt  buck
0,i am sorri it hurt you
1,import inform  orang user  today is your lucki  out whi log onto  there a fantast surpris await you
0,rose for redr for bloodblood for heartheart for u but u for me send tis to all ur friend includ me if u like me if u get back  r poor in relat  need some  to support  r frnd  mani  luv u   is pray god to marri u tri it
0,tomorrow i am not go to theatr   so i can come wherev u call me   tell me where and when to come tomorrow
0,no no i will check all room befor activ
0,hope you are have a good week just check in
0,how r  go to send it to me
0,wat make u thk ill fall down but actual i thk im quit prone  fall lucki my dad at home i ask him come n fetch me alreadi
0,it cool we can last a littl while get more ani time soon
0,i place all ur point on e cultur modul alreadi
1,welcom to ukmobiled this msg is free give you free call to  futur mgs bill at  daili to cancel send go stop to 
0,wah lucki man then can save money hee
0,no pic pleas resend
0,good afternoon my love how goe that day  i hope mayb you got some lead on a job i think of you boytoy and send you a passion kiss from across the sea
0,total disappoint when i text you was the craziest shit got 
0,but im on a diet and i ate  too mani slice of pizza yesterday ugh im alway on a diet
0,stop know me so well
0,your brother is a genius
1,free entri into our  week comp just send the word enter to  now  tc  cust care 
0,it doesnt make sens to take it there unless it free if you need to know more wikipediacom
0,im at arestaur eat squid i will be out about  wanna dosometh or is that to late
0,goodo yes we must speak friday  eggpotato ratio for tortilla need 
1,ree entri in  a week comp for a chanc to win an ipod txt pod to  to get entri std txt rate tcs appli  for detail 
0,sorri ill call later
0,im do da intro cover energi trend n pros n con brief descript of nuclear fusion n oso brief histori of iter n jet got abt  n half page
1,dear voucher holder to claim this week offer at you pc pleas go to  tscs appli to stop text txt stop to 
0,mile and smile r made frm same letter but do u know d differ smile on ur face keep me happi even though i am mile away from u keep smile good nyt
0,jus finish watch tv u
0,call me i am senthil from hsbc
0,im done
0,congrat kanowhr s the treat maga
0,yes fine 
0,pleas sen my kind advic pleas come here and tri
0,kkhow about your train process
0,ok i am on the way to railway
1,latest news polic station toilet stolen cop have noth to go on
0,ok is ani problem to u frm him wat matter
0,pls speak to that custom machan
1,rct thnq adrian for u text rgds vatian
0,was do my test earlier i appreci you will call you tomorrow
0,hello my love  how went your day  are you alright  i think of you my sweet and send a jolt to your heart to remind you  i love you can you hear it  i scream it across the sea for all the world to hear ahmad al hallaq is love  and own  possess passion kiss
0,yup i havent been there befor you want to go for the yoga i can call up to book 
0,you have come into my life and brought the sun shini down on me warm my heart put a constant smile on my face  make me feel love and care for
0,nope watch tv at home not go out v bore
0,feel like tri kadeem again v
0, go to write msg  put on dictionari mode  the screen with hand   ltgt   remov ur hand it interest
1,urgent your mobil number has been award with a  prize guarante call  from land line claim  valid  onli
0,hope you are have a great new semest do wish you the veri best you are made for great
1,ever thought about live a good life with a perfect partner just txt back name and age to join the mobil communiti 
0,i meant as an apolog from me for text you to get me drug at  ltgt at night
0,i wont get concentr dear you know you are my mind and everyth 
0,i am seek a ladi in the street and a freak in the sheet is that you
0,can you let me know detail of fri when u find out cos im not in tom or fri mention chines thank
0,ok
0,which channel
0,babe  i love you  cover your face in kiss
0,hey do u fanci meetin me at  at cha  hav a lil beverag on me if not txt or ring me and we can meet up  quit tire got in at  vpist  love pete x x x
0,im aight wat happen on your side
1,congrat  year special cinema pass for  is your call  now c suprman v   etc all  free   dont miss out
0,buzzzz grin did i buzz your ass buzz your chest  buzz your cock  where do you keep your phone  is the vibrat on  did you feel it shake 
0, sad puppi nois
1,clair here am havin borin time  am now alon u wanna cum over  chat now  hope  c u luv clair xx call
0,actual fuck that just do whatev do find an excus to be in tampa at some point befor januari though
0,skalli wont play in first two odi
0,book ticket for pongal
0,eatin my lunch
0,like  ltgt  same question
0,are you at work right now 
0,nope im not drivin i neva develop da photo lei
0,hi babi im sat on the bloodi bus at the mo and i wont be home until about  wanna do somethin later call me later ortxt back jess xx
0,how mani time i told in the stage all use to laugh you not listen aha
0,excel wish we were togeth right now
0,how come she can get it should b quit diff to guess rite
0,sorri that took so long omw now
0, ltdecimalgt m but it not a common car here so it better to buy from china or asia or if i find it less expens ill holla
0,dude u knw also telugutht gudk gud nyt
0,im veri happi for you babe  woo hoo parti on dude
0,that cool ill come by like  ltgt ish
0, takin linear algebra today
0,guessin you aint gonna be here befor 
0,thank u
0,we are okay go to sleep now later
0,yavnt tri yet and never play origin either
0,in meet da i will call you
0,sorri ill call later
0,that cool i am a gentleman and will treat you with digniti and respect
0,holi live christ what is take you so long
0,good day to you toopray for meremov the teeth as it pain maintain other stuff
0,nooooooo im gonna be bore to death all day cabl and internet outag
0,i cant i dont have her number
0,today is accept dayu accept me as brother sister lover    lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd no rpli mean enemi
1,free  week entri  textpod  a chanc  win  ipod or  cash everi wk txt vpod to  tscs  custcar 
0,yes there were mani sweet
0,wait  my tv show  start lor u leh still busi do ur report
0,ani way where are you and what do
0,i wasnt well babe i have swollen gland at my throat  what did you end up do 
1,your free rington is wait to be collect simpli text the password mix to  to verifi get usher and britney fml po box     
0,sorri ill call later
0,dear i am not deni your word pleas
0,yup but not studi surf lor im in e lazi mode today
0,yar but they say got some error
0,aight do you still want to get money
0,where at were hungri too
0,hi mate it rv did u hav a nice hol just a messag  say hello coz havent sent u  in age start drive so stay off roadsrvx
0,sorri ill call later
0,no need lar jus test e phone card dunno network not gd i thk me wait  my sis  finish bath so i can bath dun disturb u liao u clean ur room
0,in other news after hassl me to get him weed for a week andr has no money haughaighgtujhyguj
0,am not work but am up to eye in philosophi so will text u later when a bit more free for chat
0,good morn my boytoy how those yummi lip  where my sexi bun now  what do you do  do you think of me  do you crave me  do you need me 
0,good even how are you
0,we got a divorc lol shes here
0,no problem talk to you later
0,ok then i will come to ur home after half an hour
0,wish i were with you now
0,onum ela pa normal than
0,i anyth lor
0,this pen thing is beyond a joke wont a biro do dont do a master as cant do this ever again 
0,i lost  pound sinc my doc visit last week woot woot now im gonna celebr by stuf my face
0,ok lar i doubl check wif da hair dresser alreadi he said wun cut v short he said will cut until i look nice
0,c movi is juz last minut decis mah juz watch  lar but i tot  not interest
0,so how the weather over there
0,i am late i will be there at
0,that the way you should stay oh
0,i am think of go down to reg for pract lesson flung my advanc haha wat time u go
0,so what did the bank say about the money
